Date,Open,High,Low,Close,Volume
07/13/2023,"537.80","539.12","532.79","538.45","1,647,200"
07/12/2023,"532.00","540.11","531.11","538.00","1,960,548"
07/11/2023,"527.50","530.76","526.15","529.64","1,262,318"
07/10/2023,"525.06","531.15","525.06","527.01","1,955,628"
07/07/2023,"533.89","536.46","524.63","525.05","2,740,555"
07/06/2023,"538.88","540.30","536.58","537.37","1,752,931"
07/05/2023,"541.22","546.05","537.50","541.13","1,632,415"
07/03/2023,"537.25","541.08","534.34","541.04","950,547"
06/30/2023,"534.17","539.56","533.63","538.38","2,222,116"
06/29/2023,"530.58","532.45","528.95","531.69","1,121,756"
06/28/2023,"528.98","533.49","528.61","532.80","1,245,157"
06/27/2023,"522.65","532.41","522.10","530.33","1,673,558"
06/26/2023,"524.40","524.87","521.26","523.42","1,278,456"
06/23/2023,"523.13","525.40","519.34","524.44","1,434,348"
06/22/2023,"520.69","524.68","519.68","524.20","1,114,175"
06/21/2023,"517.91","521.64","516.54","519.62","1,273,579"
06/20/2023,"521.95","522.90","518.14","519.70","1,684,741"
06/16/2023,"530.10","530.42","522.63","523.65","3,147,777"
06/15/2023,"529.00","531.26","526.66","529.18","1,871,610"
06/14/2023,"525.00","527.85","523.14","527.20","1,841,361"
06/13/2023,"522.02","522.95","517.91","522.02","1,204,672"
06/12/2023,"517.28","521.27","516.00","520.97","1,405,065"
06/09/2023,"518.19","522.06","515.50","517.28","1,287,649"
06/08/2023,"512.50","520.29","512.50","520.09","1,530,979"
06/07/2023,"514.51","519.29","510.57","511.23","1,784,661"
06/06/2023,"518.25","518.63","512.76","516.26","1,410,270"
06/05/2023,"512.59","518.92","512.02","518.25","2,023,528"
06/02/2023,"510.32","518.50","509.40","512.59","2,284,798"
06/01/2023,"509.33","513.74","502.10","512.60","2,407,734"
05/31/2023,"508.86","513.87","504.95","511.56","3,320,765"
05/30/2023,"509.79","514.80","501.59","508.03","2,544,804"
05/26/2023,"485.65","510.75","484.12","507.26","5,302,638"
05/25/2023,"480.21","488.54","476.75","486.55","3,421,937"
05/24/2023,"487.25","487.25","480.91","482.76","1,600,596"
05/23/2023,"487.17","487.17","482.97","484.87","1,800,161"
05/22/2023,"497.00","497.00","488.54","491.87","1,943,758"
05/19/2023,"499.39","499.39","493.92","496.52","1,635,036"
05/18/2023,"495.00","498.60","494.08","498.10","2,298,859"
05/17/2023,"498.00","498.01","491.90","495.00","2,069,473"
05/16/2023,"500.00","500.29","494.30","496.15","1,230,357"
05/15/2023,"504.01","505.00","498.86","502.04","1,135,682"
05/12/2023,"503.17","506.03","501.20","504.07","1,472,794"
05/11/2023,"499.51","503.00","497.55","501.89","1,046,730"
05/10/2023,"501.95","504.97","495.10","499.66","1,257,622"
05/09/2023,"496.96","501.74","496.39","500.79","1,571,815"
05/08/2023,"497.37","500.25","495.70","499.06","1,015,210"
05/05/2023,"493.20","499.40","492.98","499.06","1,709,239"
05/04/2023,"488.94","490.91","485.93","490.34","1,487,048"
05/03/2023,"496.60","498.78","489.66","490.06","1,426,432"
05/02/2023,"495.00","495.68","489.81","494.81","1,940,805"
05/01/2023,"499.15","500.05","488.80","493.59","2,203,182"
04/28/2023,"501.56","504.83","500.64","503.22","1,170,249"
04/27/2023,"494.83","502.26","494.83","501.27","1,361,583"
04/26/2023,"500.42","502.87","493.39","494.66","1,441,855"
04/25/2023,"511.13","513.13","502.26","503.17","1,789,883"
04/24/2023,"506.10","511.69","505.81","511.42","1,374,117"
04/21/2023,"509.37","510.64","505.46","506.35","1,508,643"
04/20/2023,"495.75","510.66","495.51","505.58","2,936,493"
04/19/2023,"497.13","497.99","493.83","496.03","1,098,758"
04/18/2023,"496.10","497.63","494.12","496.90","1,339,585"
04/17/2023,"492.77","497.89","491.15","493.94","1,411,760"
04/14/2023,"496.19","500.37","490.16","491.30","1,675,297"
04/13/2023,"493.49","498.44","490.31","497.89","1,600,513"
04/12/2023,"500.00","500.05","488.54","489.35","2,063,696"
04/11/2023,"493.83","499.99","493.00","498.65","1,547,381"
04/10/2023,"483.90","493.90","481.66","493.83","1,653,593"
04/06/2023,"482.00","487.85","477.50","485.98","4,114,702"
04/05/2023,"499.00","504.13","495.16","497.13","1,941,503"
04/04/2023,"496.50","502.58","495.50","497.73","1,913,281"
04/03/2023,"496.50","499.20","495.00","497.03","1,804,653"
03/31/2023,"495.00","498.36","493.94","496.87","2,082,044"
03/30/2023,"493.00","495.74","491.00","491.48","1,545,533"
03/29/2023,"489.20","491.30","485.90","490.87","1,642,982"
03/28/2023,"492.61","494.06","485.41","486.77","1,407,839"
03/27/2023,"497.28","499.86","492.51","493.22","1,452,077"
03/24/2023,"486.94","495.97","486.56","495.27","1,636,784"
03/23/2023,"490.69","493.25","484.29","487.76","1,566,000"
03/22/2023,"489.46","496.62","487.35","487.52","1,299,654"
03/21/2023,"493.00","493.00","485.99","490.85","1,663,959"
03/20/2023,"488.00","490.79","485.72","489.29","1,624,017"
03/17/2023,"489.07","489.90","481.51","487.05","3,959,291"
03/16/2023,"484.93","488.14","482.76","487.26","1,980,652"
03/15/2023,"481.51","487.02","478.54","485.66","2,226,309"
03/14/2023,"475.43","485.16","473.00","481.92","2,422,900"
03/13/2023,"466.80","476.69","466.80","472.00","1,799,597"
03/10/2023,"478.98","480.46","468.38","471.14","2,123,002"
03/09/2023,"487.48","490.00","478.62","479.52","1,629,402"
03/08/2023,"483.00","486.88","481.14","486.04","1,548,504"
03/07/2023,"486.10","495.21","485.00","485.15","2,659,077"
03/06/2023,"476.52","488.82","475.52","483.08","3,104,742"
03/03/2023,"474.83","476.00","465.33","475.26","5,354,214"
03/02/2023,"477.36","487.43","475.56","485.69","2,407,400"
03/01/2023,"481.10","482.58","475.02","478.67","1,759,327"
02/28/2023,"485.60","488.88","483.78","484.18","1,918,221"
02/27/2023,"492.55","493.00","485.68","487.03","1,501,749"
02/24/2023,"488.58","490.36","484.70","488.61","1,587,611"
02/23/2023,"498.80","498.86","487.86","493.14","1,546,431"
02/22/2023,"503.92","505.46","496.60","497.39","1,331,969"
02/21/2023,"500.82","503.99","496.55","501.74","1,811,982"
02/17/2023,"504.27","507.71","501.84","507.48","1,340,437"
02/16/2023,"503.61","510.73","503.60","504.10","1,455,951"
02/15/2023,"502.73","511.42","501.34","511.28","1,423,417"
02/14/2023,"505.01","507.85","498.63","503.22","1,257,327"
02/13/2023,"501.74","506.79","501.35","506.45","1,452,837"
02/10/2023,"498.51","500.55","495.38","499.99","1,536,847"
02/09/2023,"505.29","509.16","498.42","500.63","1,517,341"
02/08/2023,"511.29","512.18","501.56","503.81","2,062,928"
02/07/2023,"511.99","517.99","507.39","516.53","1,927,275"
02/06/2023,"514.44","517.22","512.27","515.59","1,740,105"
02/03/2023,"519.13","521.55","512.50","514.80","1,844,148"
02/02/2023,"524.29","530.05","520.64","523.43","2,287,366"
02/01/2023,"508.31","520.45","504.72","517.91","2,080,208"
01/31/2023,"503.23","511.41","502.00","511.14","1,924,081"
01/30/2023,"500.37","505.60","500.37","503.28","1,855,941"
01/27/2023,"499.76","509.10","497.86","503.29","2,034,069"
01/26/2023,"493.20","498.67","491.77","498.30","1,576,405"
01/25/2023,"489.36","491.94","484.50","490.88","1,329,768"
01/24/2023,"492.05","493.60","487.01","492.11","1,510,226"
01/23/2023,"479.95","495.24","477.60","492.61","2,709,439"
01/20/2023,"473.92","480.32","469.47","480.11","2,588,637"
01/19/2023,"476.24","477.56","468.07","469.49","1,919,451"
01/18/2023,"484.81","488.81","478.52","479.47","1,925,470"
01/17/2023,"485.13","490.48","484.37","486.77","1,539,915"
01/13/2023,"480.89","485.59","479.00","485.25","1,405,912"
01/12/2023,"484.99","485.00","478.75","482.43","1,628,205"
01/11/2023,"480.33","484.52","479.11","484.31","1,576,394"
01/10/2023,"477.14","482.09","475.48","481.40","1,649,860"
01/09/2023,"482.93","486.87","478.14","478.75","2,384,764"
01/06/2023,"463.08","484.42","462.22","482.87","5,174,491"
01/05/2023,"454.54","456.43","449.62","450.19","2,169,298"
01/04/2023,"457.18","459.51","452.59","456.56","2,097,322"
01/03/2023,"458.00","458.80","447.90","453.28","1,978,075"
12/30/2022,"454.65","456.70","450.75","456.50","1,803,243"
12/29/2022,"455.63","459.00","453.46","456.53","1,464,967"
12/28/2022,"457.54","460.46","452.80","452.99","1,324,141"
12/27/2022,"464.40","464.70","457.11","458.50","1,230,839"
12/23/2022,"457.52","463.18","454.80","462.65","1,229,523"
12/22/2022,"458.65","460.40","453.39","458.71","1,907,717"
12/21/2022,"459.38","463.69","456.20","462.06","1,462,351"
12/20/2022,"456.56","460.25","452.53","457.82","1,993,675"
12/19/2022,"460.92","463.41","455.36","458.63","1,939,248"
12/16/2022,"461.26","464.79","456.88","461.45","4,909,204"
12/15/2022,"475.34","476.70","463.16","463.91","3,439,381"
12/14/2022,"488.86","491.69","481.04","483.52","2,145,018"
12/13/2022,"497.04","497.97","481.55","488.20","2,626,732"
12/12/2022,"482.73","487.82","480.67","487.68","2,276,351"
12/09/2022,"475.10","490.09","470.50","483.02","4,211,132"
12/08/2022,"482.90","483.33","473.50","481.42","2,901,019"
12/07/2022,"479.09","486.54","478.87","481.97","2,072,597"
12/06/2022,"490.66","491.47","477.17","481.16","2,995,894"
12/05/2022,"492.50","492.70","484.73","488.66","2,455,346"
12/02/2022,"498.52","498.97","492.11","494.53","3,632,096"
12/01/2022,"519.14","519.14","495.67","503.86","6,970,367"
11/30/2022,"527.41","542.58","522.14","539.25","3,601,779"
11/29/2022,"531.04","533.72","528.00","528.96","1,685,739"
11/28/2022,"530.89","536.25","528.94","530.92","1,684,701"
11/25/2022,"534.16","535.86","533.07","533.66","744,222"
11/23/2022,"534.00","536.80","530.40","534.49","1,288,249"
11/22/2022,"529.96","532.80","526.68","531.95","1,809,067"
11/21/2022,"525.74","527.28","522.08","523.37","1,268,524"
11/18/2022,"526.87","529.54","518.19","523.67","1,584,684"
11/17/2022,"519.00","521.79","512.96","521.32","1,903,715"
11/16/2022,"521.31","528.56","520.17","524.11","1,833,590"
11/15/2022,"520.00","529.80","520.00","526.47","2,502,189"
11/14/2022,"515.77","520.70","509.42","509.68","1,820,240"
11/11/2022,"513.13","516.84","506.71","515.47","2,393,502"
11/10/2022,"504.95","514.85","501.40","513.13","3,098,317"
11/09/2022,"491.90","497.58","486.86","489.97","1,640,520"
11/08/2022,"490.73","498.26","484.51","492.76","1,709,907"
11/07/2022,"477.05","490.00","474.50","488.55","2,036,031"
11/04/2022,"490.40","492.63","476.49","486.41","1,987,258"
11/03/2022,"480.88","491.33","479.71","486.29","2,010,383"
11/02/2022,"497.80","503.24","483.27","483.51","2,467,966"
11/01/2022,"503.70","507.39","499.78","499.96","1,586,311"
10/31/2022,"509.64","509.64","500.50","501.50","2,192,211"
10/28/2022,"497.30","512.82","495.97","510.87","2,369,348"
10/27/2022,"499.81","503.01","494.14","496.54","1,576,567"
10/26/2022,"498.00","507.42","495.69","499.45","2,089,915"
10/25/2022,"493.32","500.19","490.50","499.06","2,130,859"
