Date,Open,High,Low,Close,Volume
08/25/2023,"231.31","239.00","230.35","238.59","106,612,203"
08/24/2023,"238.66","238.92","228.18","230.04","99,777,430"
08/23/2023,"229.34","238.98","229.29","236.86","101,077,602"
08/22/2023,"240.25","240.82","229.55","233.19","130,597,906"
08/21/2023,"221.55","232.13","220.58","231.28","135,702,703"
08/18/2023,"214.12","217.58","212.36","215.49","136,276,609"
08/17/2023,"226.06","226.74","218.83","219.22","120,718,398"
08/16/2023,"228.02","233.97","225.38","225.60","112,484,492"
08/15/2023,"238.73","240.50","232.61","232.96","88,197,602"
08/14/2023,"235.70","240.66","233.75","239.76","98,595,328"
08/11/2023,"241.77","243.79","238.02","242.65","99,038,641"
08/10/2023,"245.40","251.80","243.00","245.34","109,498,602"
08/09/2023,"250.87","251.10","241.90","242.19","101,596,305"
08/08/2023,"247.45","250.92","245.01","249.70","96,642,180"
08/07/2023,"251.45","253.65","242.76","251.45","111,097,906"
08/04/2023,"260.97","264.77","253.11","253.86","99,539,914"
08/03/2023,"252.04","260.49","252.00","259.32","97,829,555"
08/02/2023,"255.57","259.52","250.49","254.11","101,752,898"
08/01/2023,"266.26","266.47","260.25","261.07","83,645,719"
07/31/2023,"267.48","269.08","263.78","267.43","84,582,172"
07/28/2023,"259.86","267.25","258.23","266.44","111,446,000"
07/27/2023,"268.31","269.13","255.30","255.71","103,697,297"
07/26/2023,"263.25","268.04","261.75","264.35","95,856,180"
07/25/2023,"272.38","272.90","265.00","265.28","112,757,297"
07/24/2023,"255.85","269.85","254.12","269.06","137,004,984"
07/21/2023,"268.00","268.00","255.80","260.02","161,796,094"
07/20/2023,"279.56","280.93","261.20","262.90","175,158,297"
07/19/2023,"296.04","299.29","289.52","291.26","142,355,391"
07/18/2023,"290.15","295.26","286.01","293.34","112,434,703"
07/17/2023,"286.63","292.23","283.57","290.38","131,569,594"
07/14/2023,"277.01","285.30","276.31","281.38","120,062,398"
07/13/2023,"274.59","279.45","270.60","277.90","112,681,508"
07/12/2023,"276.33","276.52","271.46","271.99","95,672,141"
07/11/2023,"268.65","270.90","266.37","269.79","91,972,359"
07/10/2023,"276.47","277.52","265.10","269.61","119,425,398"
07/07/2023,"278.43","280.78","273.77","274.43","113,879,203"
07/06/2023,"278.09","279.97","272.88","276.54","120,707,398"
07/05/2023,"278.82","283.85","277.60","282.48","131,530,891"
07/03/2023,"276.49","284.25","275.11","279.82","118,999,000"
06/30/2023,"260.60","264.45","259.89","261.77","112,620,797"
06/29/2023,"258.03","260.74","253.61","257.50","131,283,406"
06/28/2023,"249.70","259.88","248.89","256.24","159,770,797"
06/27/2023,"243.24","250.39","240.85","250.21","164,968,188"
06/26/2023,"250.07","258.37","240.70","241.05","179,990,594"
06/23/2023,"259.29","262.45","252.80","256.60","177,460,797"
06/22/2023,"250.77","265.00","248.25","264.61","166,875,906"
06/21/2023,"275.13","276.99","257.78","259.46","211,797,109"
06/20/2023,"261.50","274.75","261.12","274.45","165,611,203"
06/16/2023,"258.92","263.60","257.21","260.54","167,915,594"
06/15/2023,"248.40","258.95","247.29","255.90","160,171,203"
06/14/2023,"260.17","261.57","250.50","256.79","170,575,500"
06/13/2023,"253.51","259.68","251.34","258.71","162,384,297"
06/12/2023,"247.94","250.97","244.59","249.83","150,740,500"
06/09/2023,"249.07","252.42","242.02","244.40","200,242,406"
06/08/2023,"224.22","235.23","223.01","234.86","164,489,703"
06/07/2023,"228.00","230.83","223.20","224.57","185,710,797"
06/06/2023,"216.14","221.91","212.53","221.31","146,911,594"
06/05/2023,"217.80","221.29","214.52","217.61","151,143,109"
06/02/2023,"210.15","217.25","209.75","213.97","164,398,406"
06/01/2023,"202.59","209.80","199.37","207.52","148,029,906"
05/31/2023,"199.78","203.95","195.12","203.93","150,711,703"
05/30/2023,"200.10","204.48","197.53","201.16","128,818,703"
05/26/2023,"184.62","198.60","184.53","193.17","162,061,500"
05/25/2023,"186.54","186.78","180.58","184.47","96,870,719"
05/24/2023,"182.23","184.22","178.22","182.90","137,605,109"
05/23/2023,"186.20","192.96","185.26","185.77","156,952,094"
05/22/2023,"180.70","189.32","180.11","188.87","132,001,406"
05/19/2023,"177.17","181.95","176.31","180.14","136,196,703"
05/18/2023,"174.22","177.06","172.45","176.89","109,520,305"
05/17/2023,"168.41","174.50","167.19","173.86","125,473,602"
05/16/2023,"165.65","169.52","164.35","166.52","98,288,789"
05/15/2023,"167.66","169.76","164.55","166.35","105,592,492"
05/12/2023,"176.07","177.38","167.23","167.98","157,849,594"
05/11/2023,"168.70","173.57","166.79","172.08","103,889,906"
05/10/2023,"172.55","174.43","166.68","168.54","119,840,703"
05/09/2023,"168.95","169.82","166.56","169.15","88,965,039"
05/08/2023,"173.72","173.80","169.19","171.79","112,249,398"
05/05/2023,"163.97","170.79","163.51","170.06","107,607,297"
05/04/2023,"162.71","162.95","159.65","161.20","95,108,484"
05/03/2023,"160.01","165.00","159.91","160.61","119,728,000"
05/02/2023,"161.88","165.49","158.93","160.31","128,259,695"
05/01/2023,"163.17","163.28","158.83","161.83","109,015,000"
04/28/2023,"160.90","165.00","157.32","164.31","122,515,797"
04/27/2023,"152.64","160.48","152.37","160.19","127,015,203"
04/26/2023,"160.29","160.67","153.14","153.75","153,364,094"
04/25/2023,"159.82","163.47","158.75","160.67","121,999,297"
04/24/2023,"164.65","165.65","158.61","162.55","140,006,594"
04/21/2023,"164.80","166.00","161.32","165.08","123,539,000"
04/20/2023,"166.17","169.70","160.56","162.99","210,970,797"
04/19/2023,"179.10","183.50","177.65","180.59","125,732,703"
04/18/2023,"187.15","187.69","183.58","184.31","92,067,023"
04/17/2023,"186.32","189.69","182.69","187.04","116,662,203"
04/14/2023,"183.95","186.28","182.01","185.00","96,438,656"
04/13/2023,"182.96","186.50","180.94","185.90","112,933,000"
04/12/2023,"190.74","191.58","180.31","180.54","150,256,297"
04/11/2023,"186.69","189.19","185.65","186.79","115,770,898"
04/10/2023,"179.94","185.10","176.11","184.51","142,154,594"
04/06/2023,"183.08","186.39","179.74","185.06","123,857,906"
04/05/2023,"190.52","190.68","183.76","185.52","133,882,500"
04/04/2023,"197.32","198.74","190.32","192.58","126,463,797"
04/03/2023,"199.91","202.69","192.20","194.77","169,545,906"
03/31/2023,"197.53","207.79","197.20","207.46","170,222,094"
03/30/2023,"195.58","197.33","194.42","195.28","110,252,203"
03/29/2023,"193.13","195.29","189.44","193.88","123,660,000"
03/28/2023,"192.00","192.35","185.43","189.19","98,654,641"
03/27/2023,"194.42","197.39","189.94","191.81","120,851,602"
03/24/2023,"191.65","192.36","187.15","190.41","116,531,602"
03/23/2023,"195.26","199.31","188.65","192.22","144,193,906"
03/22/2023,"199.30","200.66","190.95","191.15","150,376,406"
03/21/2023,"188.28","198.00","188.04","197.58","153,391,391"
03/20/2023,"178.08","186.44","176.35","183.25","129,684,398"
03/17/2023,"184.52","186.22","177.33","180.13","133,197,109"
03/16/2023,"180.37","185.81","178.84","184.13","121,374,492"
03/15/2023,"180.80","182.34","176.03","180.45","145,995,594"
03/14/2023,"177.31","183.80","177.14","183.26","143,717,906"
03/13/2023,"167.46","177.35","163.91","174.48","167,790,297"
03/10/2023,"175.13","178.29","168.44","173.44","191,488,891"
03/09/2023,"180.25","185.18","172.51","172.92","170,023,812"
03/08/2023,"185.04","186.50","180.00","182.00","151,897,797"
03/07/2023,"191.38","194.20","186.10","187.71","148,125,797"
03/06/2023,"198.54","198.60","192.30","193.81","128,100,094"
03/03/2023,"194.80","200.48","192.88","197.79","154,193,297"
03/02/2023,"186.74","193.75","186.01","190.90","181,979,203"
03/01/2023,"206.21","207.20","198.52","202.77","156,852,797"
02/28/2023,"210.59","211.23","203.75","205.71","153,144,891"
02/27/2023,"202.03","209.42","201.26","207.63","161,028,297"
02/24/2023,"196.33","197.67","192.80","196.88","142,228,094"
02/23/2023,"203.91","205.14","196.33","202.07","146,360,000"
02/22/2023,"197.93","201.99","191.78","200.86","191,828,500"
02/21/2023,"204.99","209.71","197.22","197.37","180,018,594"
02/17/2023,"199.99","208.44","197.50","208.31","213,738,500"
02/16/2023,"210.78","217.65","201.84","202.04","229,586,500"
02/15/2023,"211.76","214.66","206.11","214.24","182,108,609"
02/14/2023,"191.94","209.82","189.44","209.25","216,455,703"
02/13/2023,"194.42","196.30","187.61","194.64","172,475,500"
02/10/2023,"202.23","206.20","192.89","196.89","204,754,094"
02/09/2023,"207.78","214.00","204.77","207.32","215,431,391"
02/08/2023,"196.10","203.00","194.31","201.29","180,673,594"
02/07/2023,"196.43","197.50","189.55","196.81","186,010,297"
02/06/2023,"193.01","198.17","189.92","194.76","186,188,094"
02/03/2023,"183.95","199.00","183.69","189.98","232,662,000"
02/02/2023,"187.33","196.75","182.61","188.27","217,448,297"
02/01/2023,"173.89","183.81","169.93","181.41","213,806,297"
01/31/2023,"164.57","174.30","162.78","173.22","196,813,500"
01/30/2023,"178.05","179.77","166.50","166.66","230,878,797"
01/27/2023,"162.43","180.68","161.17","177.90","306,590,594"
01/26/2023,"159.97","161.42","154.76","160.27","234,815,109"
01/25/2023,"141.91","146.41","138.07","144.43","192,734,297"
01/24/2023,"143.00","146.50","141.10","143.89","158,699,109"
01/23/2023,"135.87","145.38","134.27","143.75","203,119,203"
01/20/2023,"128.68","133.51","127.35","133.42","138,858,094"
01/19/2023,"127.26","129.99","124.31","127.17","170,291,906"
01/18/2023,"136.56","136.68","127.01","128.78","195,680,297"
01/17/2023,"125.70","131.70","125.02","131.49","186,476,984"
01/13/2023,"116.55","122.63","115.60","122.40","180,714,094"
01/12/2023,"122.56","124.13","117.00","123.56","169,400,891"
01/11/2023,"122.09","125.95","120.51","123.22","183,810,797"
01/10/2023,"121.07","122.76","114.92","118.85","167,642,500"
01/09/2023,"118.96","123.52","117.11","119.77","190,284,000"
01/06/2023,"103.00","114.39","101.81","113.06","220,911,109"
01/05/2023,"110.51","111.75","107.16","110.34","157,986,297"
01/04/2023,"109.11","114.59","107.52","113.64","180,388,984"
01/03/2023,"118.47","118.80","104.64","108.10","231,402,797"
12/30/2022,"119.95","124.48","119.75","123.18","157,777,297"
12/29/2022,"120.39","123.57","117.50","121.82","221,923,297"
12/28/2022,"110.35","116.27","108.24","112.71","221,070,500"
12/27/2022,"117.50","119.67","108.76","109.10","208,643,391"
12/23/2022,"126.37","128.62","121.02","123.15","166,989,703"
12/22/2022,"136.00","136.63","122.26","125.35","210,090,297"
12/21/2022,"139.34","141.26","135.89","137.57","145,417,406"
12/20/2022,"146.05","148.47","137.66","137.80","159,563,297"
12/19/2022,"154.00","155.25","145.82","149.87","139,390,594"
12/16/2022,"159.64","160.99","150.04","150.23","139,032,188"
12/15/2022,"153.44","160.93","153.28","157.67","122,334,492"
12/14/2022,"159.25","161.62","155.31","156.80","140,682,297"
12/13/2022,"174.87","175.05","156.91","160.95","175,862,703"
12/12/2022,"176.10","177.37","167.52","167.82","109,794,492"
12/09/2022,"173.84","182.50","173.36","179.05","104,872,305"
12/08/2022,"172.20","175.20","169.06","173.44","97,624,484"
12/07/2022,"175.03","179.38","172.22","174.04","84,213,281"
12/06/2022,"181.22","183.65","175.33","179.82","92,150,812"
12/05/2022,"189.44","191.27","180.55","182.45","93,122,672"
12/02/2022,"191.78","196.25","191.11","194.86","73,645,922"
12/01/2022,"197.08","198.92","191.80","194.70","80,046,211"
11/30/2022,"182.43","194.76","180.63","194.70","109,186,398"
11/29/2022,"184.99","186.38","178.75","180.83","83,357,109"
11/28/2022,"179.96","188.50","179.00","182.92","93,038,148"
11/25/2022,"185.06","185.20","180.63","182.86","50,672,738"
11/23/2022,"173.57","183.62","172.50","183.20","109,536,703"
11/22/2022,"168.63","170.92","166.19","169.91","78,452,328"
11/21/2022,"175.85","176.77","167.54","167.87","92,882,711"
11/18/2022,"185.05","185.19","176.55","180.19","76,048,875"
11/17/2022,"183.96","186.16","180.90","183.17","64,335,969"
11/16/2022,"191.51","192.57","185.66","186.92","66,567,602"
11/15/2022,"195.88","200.82","192.06","194.42","91,293,789"
11/14/2022,"192.77","195.73","186.34","190.95","92,226,648"
11/11/2022,"186.00","196.52","182.59","195.97","114,403,602"
11/10/2022,"189.90","191.00","180.03","190.72","132,703,000"
11/09/2022,"190.78","195.89","177.12","177.59","127,062,703"
11/08/2022,"194.02","195.20","186.75","191.30","128,803,398"
11/07/2022,"208.65","208.90","196.66","197.08","93,916,523"
11/04/2022,"222.60","223.80","203.08","207.47","98,622,211"
11/03/2022,"211.36","221.20","210.14","215.31","56,538,848"
11/02/2022,"226.04","227.87","214.82","214.98","63,070,289"
11/01/2022,"234.05","237.40","227.28","227.82","62,688,820"
10/31/2022,"226.19","229.85","221.94","227.54","61,554,340"
10/28/2022,"225.40","228.86","216.35","228.52","69,152,391"
10/27/2022,"229.77","233.81","222.85","225.09","61,638,820"
10/26/2022,"219.40","230.60","218.20","224.64","85,327,078"
10/25/2022,"210.10","224.35","210.00","222.42","96,507,875"
